CODGEO,DGF_COM,CFT_COM,DIT_COM,DETTE_COM
77001,117.875955819881,521.529311809686,202.455395072217,403.305012744265
77002,141.34900990099,357.5,82.3638613861386,0
77003,128.723404255319,626.356382978724,180.31914893617,3.40425531914894
77004,138.385964912281,712.245614035088,132.140350877193,0
77005,139.787496150293,791.835540498922,729.476439790576,1173.73883584848
77006,115.44061302682,537.969348659004,151.666666666667,459.798850574713
77007,158.188775510204,611.25,231.454081632653,148.928571428571
77008,256.395080707148,441.176018447348,312.867025365104,204.67332820907
77009,124.016393442623,1059.83606557377,800.491803278689,265.081967213115
77010,119.187986651835,783.025583982203,288.45383759733,366.840934371524
77011,162.854442344045,596.068052930057,668.412098298677,0
77012,132.295081967213,667.245901639344,182.491803278689,149.639344262295
77013,142.972972972973,539.054054054054,885.756756756757,4.75675675675676
77014,215.677674084709,1038.17157214645,133.368987796123,520.046661880833
77015,118.061224489796,774.795918367347,22.6530612244898,0
77016,66.978672985782,1498.57227488152,365.456161137441,37.9443127962085
77018,98.0126395051768,1424.81914750571,278.959257765228,344.902514454753
77019,104.20245398773,733.19018404908,79.6932515337423,1.07361963190184
77020,111.810089020772,883.887240356083,206.780415430267,200.563798219585
77021,173.921568627451,796.797385620915,638.169934640523,105.882352941176
77022,299.420408163265,1089.12653061225,520.342857142857,705.591836734694
77023,127.730496453901,442.269503546099,65.3900709219858,10.531914893617
77024,169.026548672566,533.893805309735,448.613569321534,0
77025,153.702830188679,809.198113207547,534.091981132076,1.82783018867925
77026,106.096385542169,671.469879518072,111.831325301205,153.084337349398
77027,196.297250859107,617.517182130584,281.237113402062,201.176975945017
77029,114.80198019802,537.425742574258,4401.33663366337,3565.64356435644
77030,147.157490396927,488.796414852753,293.802816901408,146.478873239437
77031,140.405727923628,517.804295942721,229.343675417661,320.035799522673
77032,124.207525655644,552.964652223489,377.251995438997,476.328392246294
77033,142.96442687747,372.806324110672,133.675889328063,0
77034,144.217391304348,744.289855072464,134.550724637681,278.072463768116
77035,153.996447602131,430.905861456483,164.991119005329,0
77036,118.496240601504,560.751879699248,1342.40601503759,0
77037,153.898305084746,854.938447814451,167.21677074041,159.901873327386
77038,133.981264637002,688.829039812646,346.814988290398,19.03981264637
77039,93.4830508474576,735.347457627119,343.28813559322,649.466101694915
77040,131.743046357616,725.406622516556,265.941721854305,327.398675496689
77041,121.848184818482,701.914191419142,192.475247524752,0
77042,177.852327447833,551.162118780096,313.672552166934,115.338683788122
77043,125.208333333333,374.791666666667,34.453125,0.911458333333333
77044,166.022471910112,647.876404494382,291.23595505618,559.134831460674
77045,135.355191256831,651.939890710383,63.0737704918033,615.122950819672
77046,119.093333333333,506.106666666667,100.853333333333,391.68
77047,165.563808237677,403.03848750844,495.435516542877,283.342336259284
77048,134.565775009161,712.869182850861,198.299743495786,761.102968120191
77049,113.745704467354,417.903780068729,109.747995418099,281.660939289805
77050,155.981651376147,485.981651376147,98.256880733945,1.96330275229358
77051,280.475123263111,1230.56925145675,172.079784849843,1651.83325862842
77052,148.297872340426,752.431610942249,192.978723404255,615.136778115502
77053,122.418040210107,1100.94246211435,433.643663587514,904.563182998249
77054,131.016518424396,532.109275730623,386.480304955527,384.269377382465
77055,234.716853932584,1175.00449438202,113.698876404494,742.319101123596
77056,122.484848484849,800.727272727273,104.848484848485,0
77057,158.714011516315,329.558541266795,1108.46449136276,87.1017274472169
77058,110.620609803165,1816.63797761482,423.123504438441,2047.42261675029
77059,67.7118644067797,717.556497175141,396.412429378531,104.223163841808
77060,137.064343163539,579.651474530831,84.3699731903485,585
77061,186.894238358327,749.376479873718,121.164167324388,805.110497237569
77062,115.98233995585,482.604856512141,40.0220750551876,0
77063,179.104134762634,361.301684532925,255.650842266463,364.908116385911
77065,139.541522491349,854.991349480969,69.8961937716263,115.614186851211
77066,104.119496855346,659.779874213837,558.616352201258,0
77067,167.306476287608,1106.57215706272,158.690464048955,833.567567567568
77068,160.904761904762,1031.85714285714,357.714285714286,302.285714285714
77069,120.74812967581,656.219451371571,152.034912718204,282.693266832918
77070,159.305263157895,654.322807017544,155.094736842105,287.782456140351
77071,118.931297709924,444.503816793893,70.5779716466739,77.8189749182116
77072,201.400832177531,632.52427184466,68.1553398058253,0
77073,148.604651162791,606.578073089701,138.970099667774,246.362126245847
77075,126.815336463224,925.539906103286,415.430359937402,413.302034428795
77076,191.684350132626,754.694960212202,152.612732095491,1.35278514588859
77077,101.056485355649,656.349372384937,260.857740585774,3.13807531380753
77078,193.698140200286,514.320457796853,373.755364806867,543.419170243205
77079,349.016129032258,996.593548387097,443.787096774194,783.233870967742
77080,153.654822335025,548.071065989848,186.954314720812,498.071065989848
77081,131.903448275862,724.951724137931,192.427586206897,0
77082,130.438489646772,876.272838002436,368.319123020707,198.611449451888
77083,260.555467006694,1338.45991393051,228.614918712145,511.686722983742
77084,128.999122036874,498.279192273925,99.6049165935031,534.170324846357
77085,80.2436849925706,814.787518573551,339.497771173848,801.054977711739
77086,222.928327645051,852.300341296928,160.273037542662,279.20819112628
77087,138.481012658228,1056.39240506329,1040.88607594937,1021.26582278481
77088,230.982428115016,778.885782747604,396.521565495208,129.772364217252
77089,189.552390640895,517.94506612411,83.1943031536114,222.777212614446
77090,116.14406779661,471.822033898305,179.745762711864,128.262711864407
77091,111.155778894472,477.788944723618,82.1608040201005,986.507537688442
77093,127.837209302326,640.209302325581,200.325581395349,325.232558139535
77094,119.027237354086,795.953307392996,253.035019455253,2372.17898832685
77095,98.0337078651685,940.850722311396,1080.69020866774,1363.94863563403
77096,149.468412942989,816.486902927581,764.187211093991,887.072419106317
77097,124.252491694352,413.255813953488,22.4584717607973,0
77098,149.491525423729,510.282485875706,30.4802259887006,3.53107344632768
77099,248.722791293214,903.373879641485,371.629321382843,281.619718309859
77100,213.787195671776,744.697926059513,535.800270513977,146.961226330027
77101,149.034205231388,730.784708249497,94.2555331991952,130.804828973843
77102,101.117647058824,511.705882352941,389.529411764706,604.529411764706
77103,137.945205479452,669.72602739726,350.091324200913,0
77104,107.456556082149,980.521327014218,1921.89573459716,81.5007898894155
77106,155.190989226249,469.128305582762,34.9363369245837,0
77107,193.634846461949,967.346461949266,328.127503337784,1957.97062750334
77108,234.859052655098,1116.4225068891,268.66723765547,1380.48819542712
77109,144.008531252325,909.523671745187,515.534856613787,527.816718609208
77110,118.424437299035,579.067524115756,64.0192926045016,444.11575562701
77111,94.6365138372573,1539.47129285419,681.734820322181,863.839322593969
77112,101.238938053097,417.345132743363,502.522123893805,221.238938053097
77113,167.180417044424,475.330915684497,123.263825929284,716.056210335449
77114,95.4017521902378,913.449311639549,102.035043804756,1033.67209011264
77115,135.261121856867,509.825918762089,55.3191489361702,100.483558994197
77116,138.537634408602,456.659498207885,400.853046594982,572.372759856631
77117,165.137067938021,398.867699642432,69.4278903456496,529.547079856973
77118,110.213664386454,1145.76640486445,353.750527827042,1159.44768178363
77119,122.527472527473,541.684981684982,43.0769230769231,94.8717948717949
77120,158.315132605304,385.257410296412,104.290171606864,677.020280811232
77121,104.923400420547,1708.32081706218,403.682787623911,1197.76809852809
77122,255.325644504749,1175.12573496156,363.10854816825,579.413387607418
77123,117.316455696203,4285.50632911392,1256.41772151899,1057.43037974684
77124,142.743619489559,819.69837587007,377.470997679814,1363.60208816705
77125,184.985815602837,791.007092198582,384.326241134752,486.929078014184
77126,196.629401900503,553.353828954723,451.777529346003,631.425377305757
77127,126.809130645945,460.271976687713,349.465760077708,647.620203982516
77128,107.886290692343,592.83356258597,358.408986703347,444.108207244383
77129,101.254071661238,830.765472312704,562.768729641694,5.53745928338762
77130,127.72397094431,987.336561743341,109.927360774818,0
77131,294.747128752771,1228.52307072335,409.998656726442,991.778494190342
77132,295.928952042629,1641.20071047957,476.426287744227,1416.41563055062
77133,138.612244897959,583.34693877551,187.836734693878,27.2244897959184
77134,112.201257861635,587.358490566038,118.805031446541,133.522012578616
77135,195.464556090847,757.143840330351,994.803854094976,1166.29731589814
77136,134.009900990099,477.425742574257,83.0693069306931,3.46534653465347
77137,92.8968253968254,559.047619047619,771.984126984127,2.38095238095238
77138,188.976833976834,795.637065637066,206.756756756757,796.216216216216
77139,190.024009603842,941.971788715486,304.579831932773,229.641356542617
77140,150.205479452055,868.219178082192,352.328767123288,470.27397260274
77141,96.9158878504673,629.018691588785,80.0373831775701,248.327102803738
77142,233.964871194379,894.297423887588,405.070257611241,774.644028103045
77143,197.652173913043,912.173913043478,145.378579003181,472.627783669141
77144,110.025641025641,622.948717948718,146.076923076923,650.461538461538
77145,127.52655538695,583.125948406677,400.394537177542,610.819423368741
77146,134.183266932271,2679.36752988048,241.817729083665,119.591633466135
77147,143.824404761905,545.77380952381,360.163690476191,0
77148,145.913865546219,430.183823529412,741.365546218487,371.790966386555
77150,136.302325581395,650.232558139535,76.8372093023256,426.720930232558
77151,147.087087087087,474.384384384384,19.039039039039,0
77152,342.221245082157,1280.76371210368,515.643138162462,1098.01481138625
77153,221.548263419035,1056.67568786649,387.320703653586,733.178845286423
77154,142.680722891566,871.767068273092,400.481927710843,365.873493975904
77155,150.104712041885,554.099168463197,1057.19741299661,501.151832460733
77156,101.806375442739,596.729634002361,52.2550177095632,14.1794569067296
77157,142.576271186441,869.491525423729,102.847457627119,552.033898305085
77158,156.850828729282,990.055248618784,68.0110497237569,2.09944751381215
77159,214.406431748204,897.570988710229,354.19089976052,636.688333903524
77161,124.329643296433,619.520295202952,285.682656826568,650.270602706027
77162,169.627766599598,591.639839034205,91.7203219315895,462.474849094567
77163,139.78125,593.0625,246.75,0
77164,164.836956521739,664.655797101449,242.789855072464,156.231884057971
77165,120.236486486486,639.341216216216,143.209459459459,720.861486486487
77167,208.58024691358,1043.76543209877,118.302469135802,0
77168,228.657749077491,655.585793357934,202.965867158672,598.676199261993
77169,234.737121614445,1557.71640998407,443.347052575677,917.989909718534
77171,253.958868894602,916.306233933162,403.754820051414,1075.77120822622
77172,121.831298557159,511.231964483907,248.201997780244,576.881243063263
77173,125.12082853855,388.642117376295,385.477560414269,171.668584579977
77174,196.280991735537,959.570247933884,228.280991735537,368.479338842975
77175,140.831149382254,823.099962560839,224.432796705354,2832.88655934107
77176,156.371647509579,508.019157088123,437.298850574713,1054.32567049808
77177,589.689781021898,628.412408759124,690.693430656934,806.231751824818
77178,111.978947368421,545.431578947368,107.726315789474,0
77179,157.525773195876,684.484536082474,353.745704467354,584.450171821306
77180,136.57487091222,873.476764199656,469.509466437177,927.814113597246
77181,63.5166012138522,1778.40414137808,4056.3655837201,1784.23420207069
77182,145.83368157125,901.32678646051,302.049728374425,1301.74885081488
77183,282.555139409072,1025.52954640033,326.557428214732,1481.05493133583
77184,158.462732919255,486.739130434783,96.8633540372671,566.583850931677
77185,116.69696969697,604.878787878788,145.5,867.212121212121
77186,311.761973081916,1402.44995559199,446.935847509736,1250.9462321514
77187,147.922948073702,753.668341708543,53.8525963149079,122.412060301508
77188,134.392523364486,721.059190031153,247.133956386293,247.289719626168
77190,160.735930735931,670.38961038961,462.640692640693,164.199134199134
77191,154.814814814815,659.87037037037,278.12962962963,573.425925925926
77192,254.188735546438,1104.67362924282,579.323013800821,1014.84707198806
77193,394.159663865546,595.378151260504,399.789915966387,273.109243697479
77194,166.728971962617,1064.97663551402,396.518691588785,216.471962616822
77195,109.897260273973,914.657534246575,563.904109589041,990.958904109589
77196,63.7862796833773,1256.37203166227,4328.15303430079,3011.82058047493
77197,133.313253012048,560.481927710843,339.578313253012,0
77198,118.433179723502,895.806451612903,2209.44700460829,2191.75115207373
77199,149.073426573427,459.143356643357,576.127622377622,501.066433566434
77200,103.302752293578,831.467889908257,1826.97247706422,563.02752293578
77201,156.34317862166,584.880450070324,135.133614627286,348.466947960619
77202,77.3566433566434,515.202797202797,184.811188811189,49.6503496503497
77203,145.281743050338,556.859504132232,145.529676934636,0
77204,92.0388349514563,890.097087378641,1745.82524271845,0
77205,304.113924050633,683.164556962025,295.759493670886,0
77206,107.959183673469,524.285714285714,85.6462585034014,0
77207,157.974683544304,806.835443037975,164.810126582279,193.354430379747
77208,141.021247429746,842.12474297464,209.287183002056,5.44208361891707
77209,101.389621811785,675.655233069481,100.624450307828,664.503078276165
77210,144.596568090544,805.396129974443,211.851040525739,93.1690397955458
77211,178.955665024631,949.290640394089,1275.16256157635,849.231527093596
77212,112.094594594595,839.797297297297,242.702702702703,2.22972972972973
77214,129.830124575311,1111.93657984145,361.608154020385,639.535673839185
77215,231.093494987177,992.493588249009,219.235252972721,784.715551410585
77216,153.559801840057,828.584571832979,166.900212314225,602.059447983015
77217,152.778467908903,603.991718426501,537.43685300207,453.188405797101
77218,213.738317757009,1487.00934579439,481.682242990654,1612.52336448598
77219,188.310898827616,482.362136343899,308.454190186713,497.377333912288
77220,150.821428571429,630.285714285714,208.75,462.392857142857
77221,141.344319167389,562.697311361665,107.805724197745,188.87250650477
77222,187.586805555556,565.934606481482,380.853587962963,377.523148148148
77223,155.087108013937,785.993031358885,97.9616724738676,59.1463414634146
77224,197.94701986755,469.039735099338,648.64238410596,0
77225,309.904761904762,581.301587301587,44.1904761904762,216.253968253968
77226,159.467918622848,800.876369327074,259.612676056338,304.945226917058
77227,153.446153846154,678.723076923077,137.815384615385,186.615384615385
77228,138.884462151394,532.111553784861,178.04780876494,220.119521912351
77229,131.593673965937,723.911192214112,386.624087591241,343.594890510949
77230,128.062827225131,598.638743455498,457.643979057592,685.811518324607
77231,93.7074401008827,936.229508196721,350.882723833544,6.45649432534678
77232,74.626218851571,1016.57638136511,82.9685807150596,416.554712892741
77233,132.667814113597,393.270223752152,238.123924268503,89.1910499139415
77234,148.460410557185,597.741935483871,192.316715542522,160.923753665689
77235,122.046332046332,767.953667953668,310.656370656371,0
77236,119.973404255319,751.409574468085,167.632978723404,398.723404255319
77237,91.8305597579425,650.635400907716,258.698940998487,537.8517397882
77238,212.960019267823,716.929190751445,150.814065510597,402.401252408478
77239,119.885350318471,561.535031847134,109.738853503185,227.585987261147
77240,102.946973251994,502.99859221023,181.06522759268,295.199436884092
77241,127.067171239357,735.468306527909,166.017029328288,433.282876064333
77242,195.547309833024,737.792207792208,96.6790352504638,0.890538033395176
77243,177.599755891466,1075.86001314431,263.717960754859,1324.5282133133
77244,122.830188679245,681.590296495957,228.611859838275,0
77245,135.442764578834,367.494600431965,769.827213822894,799.136069114471
77246,99.6724137931034,595.172413793104,80.7413793103448,118.189655172414
77247,141.887966804979,459.751037344398,113.236514522822,266.55601659751
77248,156.843615494978,691.707317073171,335.652797704448,3.55810616929699
77249,209.775280898876,996.945986191959,309.166102612698,242.344659537025
77250,123.253012048193,445.301204819277,17.8915662650602,0
77251,202.469705712637,1364.60885335092,318.110625669772,291.215893166268
77252,136.973684210526,800.921052631579,392.258771929825,458.837719298246
77253,154.029850746269,3095.22388059702,501.194029850746,0
77254,140.068389057751,516.983282674772,155.227963525836,191.975683890578
77255,147.611710323575,578.926553672316,256.671802773498,722.968669748331
77256,140.752688172043,807.043010752688,300.268817204301,77.9032258064516
77257,202.11970074813,805.447492380161,100.033250207814,350.274314214464
77258,391.609918311285,1782.39644328779,290.20964360587,1114.5738451529
77259,181.775889967638,698.77427184466,511.771844660194,510.052588996764
77260,89.9447818884594,589.76808393153,269.574820541138,14.5223633351739
77261,243.67681498829,969.391100702576,246.791569086651,1052.21701795472
77262,130.039682539683,582.797619047619,36.7261904761905,85.1587301587302
77263,152.98755186722,746.224066390042,677.510373443984,0
77264,155.162548764629,633.179453836151,387.334200260078,268.797139141743
